"Sample Date","Test date","WRRF Name","WRRF Abbreviation","Concentration SARS-CoV-2 gene target (N1 Copies/L) ","Per capita SARS-CoV-2 load (N1 copies per day per population)","Annotation","Population Served, estimated ","Technology"
"01/19/2022","01/20/2022","Oakwood Beach","OB","13,158.66","5,740,000.00",,"243,910","RT-qPCR - N1"
"01/19/2022","01/20/2022","Wards Island","WI","17,681.29","9,690,000.00",,"1,173,448","RT-qPCR - N1"
"01/19/2022","01/20/2022","Tallman Island","TI","12,819.49","7,440,000.00",,"457,817","RT-qPCR - N1"
"01/19/2022","01/20/2022","Rockaway","RK","9,166.16","5,470,000.00",,"117,991","RT-qPCR - N1"
"01/19/2022","01/20/2022","Red Hook","RH","10,979.76","4,640,000.00",,"257,556","RT-qPCR - N1"
"01/19/2022","01/20/2022","Port Richmond","PR","13,415.02","6,290,000.00",,"224,516","RT-qPCR - N1"
"01/19/2022","01/20/2022","Owls Head","OH","28,261.04","11,100,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","923,524","RT-qPCR - N1"
"01/19/2022","01/20/2022","North River","NR","14,428.90","8,460,000.00",,"649,549","RT-qPCR - N1"
"01/19/2022","01/20/2022","Newtown Creek","NC","13,377.62","8,010,000.00",,"1,227,810","RT-qPCR - N1"
"01/19/2022","01/20/2022","Jamaica Bay","JA","17,850.95","6,770,000.00",,"735,054","RT-qPCR - N1"
"01/19/2022","01/20/2022","Hunts Point","HP","4,916.31","3,300,000.00",,"781,885","RT-qPCR - N1"
"01/19/2022","01/20/2022","Coney Island","CI","20,302.49","7,880,000.00",,"647,635","RT-qPCR - N1"
"01/19/2022","01/20/2022","Bowery Bay","BB","15,175.96","5,780,000.00",,"894,311","RT-qPCR - N1"
"01/19/2022","01/20/2022","26th Ward","26W","10,232.59","6,660,000.00",,"318,262","RT-qPCR - N1"
"01/17/2022","01/18/2022","26th Ward","26W","4,793.71","5,870,000.00",,"318,262","RT-qPCR - N1"
"01/17/2022","01/18/2022","Wards Island","WI","11,182.13","9,120,000.00",,"1,173,448","RT-qPCR - N1"
"01/17/2022","01/18/2022","Tallman Island","TI","9,121.65","6,060,000.00",,"457,817","RT-qPCR - N1"
"01/17/2022","01/18/2022","Rockaway","RK","8,488.80","6,130,000.00",,"117,991","RT-qPCR - N1"
"01/17/2022","01/18/2022","Red Hook","RH","5,902.99","3,490,000.00",,"257,556","RT-qPCR - N1"
"01/17/2022","01/18/2022","Port Richmond","PR","9,924.39","7,310,000.00",,"224,516","RT-qPCR - N1"
"01/17/2022","01/18/2022","Owls Head","OH","14,556.77","7,050,000.00",,"923,524","RT-qPCR - N1"
"01/17/2022","01/18/2022","Oakwood Beach","OB","12,263.39","7,210,000.00",,"243,910","RT-qPCR - N1"
"01/17/2022","01/18/2022","North River","NR","2,412.81","1,960,000.00",,"649,549","RT-qPCR - N1"
"01/17/2022","01/18/2022","Newtown Creek","NC","7,094.25","5,850,000.00",,"1,227,810","RT-qPCR - N1"
"01/17/2022","01/18/2022","Jamaica Bay","JA","13,375.62","6,690,000.00",,"735,054","RT-qPCR - N1"
"01/17/2022","01/18/2022","Hunts Point","HP","2,029.35","1,770,000.00",,"781,885","RT-qPCR - N1"
"01/17/2022","01/18/2022","Coney Island","CI","16,176.04","9,780,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","647,635","RT-qPCR - N1"
"01/17/2022","01/18/2022","Bowery Bay","BB","8,060.57","4,850,000.00",,"894,311","RT-qPCR - N1"
"01/12/2022","01/13/2022","Coney Island","CI","44,315.21","17,200,000.00",,"647,635","RT-qPCR - N1"
"01/12/2022","01/13/2022","Wards Island","WI","30,237.55","15,300,000.00",,"1,173,448","RT-qPCR - N1"
"01/12/2022","01/13/2022","Tallman Island","TI","45,647.14","18,800,000.00",,"457,817","RT-qPCR - N1"
"01/12/2022","01/13/2022","Rockaway","RK","12,592.69","7,120,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","117,991","RT-qPCR - N1"
"01/12/2022","01/13/2022","Red Hook","RH","16,646.39","7,590,000.00",,"257,556","RT-qPCR - N1"
"01/12/2022","01/13/2022","Port Richmond","PR","38,564.52","17,400,000.00",,"224,516","RT-qPCR - N1"
"01/12/2022","01/13/2022","Owls Head","OH","62,525.44","23,000,000.00",,"923,524","RT-qPCR - N1"
"01/12/2022","01/13/2022","Oakwood Beach","OB","19,014.07","7,370,000.00",,"243,910","RT-qPCR - N1"
"01/12/2022","01/13/2022","North River","NR","23,286.21","11,900,000.00",,"649,549","RT-qPCR - N1"
"01/12/2022","01/13/2022","Newtown Creek","NC","31,094.82","17,600,000.00",,"1,227,810","RT-qPCR - N1"
"01/12/2022","01/13/2022","Jamaica Bay","JA","50,210.97","18,800,000.00",,"735,054","RT-qPCR - N1"
"01/12/2022","01/13/2022","Hunts Point","HP","29,799.04","18,200,000.00",,"781,885","RT-qPCR - N1"
"01/12/2022","01/13/2022","Bowery Bay","BB","53,064.95","18,500,000.00",,"894,311","RT-qPCR - N1"
"01/12/2022","01/13/2022","26th Ward","26W","13,451.79","8,410,000.00",,"318,262","RT-qPCR - N1"
"01/10/2022","01/11/2022","Bowery Bay","BB","33,303.42","11,700,000.00",,"894,311","RT-qPCR - N1"
"01/10/2022","01/11/2022","Wards Island","WI","52,442.18","27,300,000.00",,"1,173,448","RT-qPCR - N1"
"01/10/2022","01/11/2022","Tallman Island","TI","59,820.75","27,200,000.00",,"457,817","RT-qPCR - N1"
"01/10/2022","01/11/2022","Rockaway","RK","29,875.06","16,900,000.00",,"117,991","RT-qPCR - N1"
"01/10/2022","01/11/2022","Red Hook","RH","33,750.37","13,700,000.00",,"257,556","RT-qPCR - N1"
"01/10/2022","01/11/2022","Port Richmond","PR","32,288.89","12,400,000.00",,"224,516","RT-qPCR - N1"
"01/10/2022","01/11/2022","Owls Head","OH","53,903.93","19,600,000.00",,"923,524","RT-qPCR - N1"
"01/10/2022","01/11/2022","Oakwood Beach","OB","28,202.28","10,900,000.00",,"243,910","RT-qPCR - N1"
"01/10/2022","01/11/2022","North River","NR","32,181.82","17,000,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","649,549","RT-qPCR - N1"
"01/10/2022","01/11/2022","Newtown Creek","NC","8,321.87","4,630,000.00",,"1,227,810","RT-qPCR - N1"
"01/10/2022","01/11/2022","Jamaica Bay","JA","70,685.14","26,400,000.00",,"735,054","RT-qPCR - N1"
"01/10/2022","01/11/2022","Hunts Point","HP","18,544.43","11,500,000.00",,"781,885","RT-qPCR - N1"
"01/10/2022","01/11/2022","26th Ward","26W","10,879.25","6,940,000.00",,"318,262","RT-qPCR - N1"
"01/10/2022","01/13/2022","Coney Island","CI","50,768.20","19,400,000.00","Original RT-qPCR failed, RT-qPCR repeated","647,635","RT-qPCR - N1"
"01/04/2022","01/05/2022","Oakwood Beach","OB","56,330.67","24,300,000.00",,"243,910","RT-qPCR - N1"
"01/04/2022","01/05/2022","Wards Island","WI","75,166.01","39,300,000.00",,"1,173,448","RT-qPCR - N1"
"01/04/2022","01/05/2022","Tallman Island","TI","64,671.27","36,500,000.00",,"457,817","RT-qPCR - N1"
"01/04/2022","01/05/2022","Rockaway","RK","34,650.34","23,900,000.00",,"117,991","RT-qPCR - N1"
"01/04/2022","01/05/2022","Red Hook","RH","47,125.87","19,100,000.00",,"257,556","RT-qPCR - N1"
"01/04/2022","01/05/2022","Port Richmond","PR","71,481.78","29,900,000.00",,"224,516","RT-qPCR - N1"
"01/04/2022","01/05/2022","Owls Head","OH","124,846.19","47,400,000.00",,"923,524","RT-qPCR - N1"
"01/04/2022","01/05/2022","North River","NR","47,528.85","25,100,000.00",,"649,549","RT-qPCR - N1"
"01/04/2022","01/05/2022","Newtown Creek","NC","60,639.94","35,300,000.00",,"1,227,810","RT-qPCR - N1"
"01/04/2022","01/05/2022","Jamaica Bay","JA","118,731.41","45,000,000.00",,"735,054","RT-qPCR - N1"
"01/04/2022","01/05/2022","Hunts Point","HP","74,306.14","47,300,000.00",,"781,885","RT-qPCR - N1"
"01/04/2022","01/05/2022","Coney Island","CI","56,295.66","29,400,000.00",,"647,635","RT-qPCR - N1"
"01/04/2022","01/05/2022","Bowery Bay","BB","79,268.46","30,800,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","894,311","RT-qPCR - N1"
"01/04/2022","01/05/2022","26th Ward","26W","67,339.14","41,200,000.00",,"318,262","RT-qPCR - N1"
"01/02/2022","01/03/2022","26th Ward","26W","34,373.99","28,200,000.00",,"318,262","RT-qPCR - N1"
"01/02/2022","01/03/2022","Wards Island","WI","115,576.21","65,500,000.00",,"1,173,448","RT-qPCR - N1"
"01/02/2022","01/03/2022","Tallman Island","TI","93,324.47","52,600,000.00",,"457,817","RT-qPCR - N1"
"01/02/2022","01/03/2022","Rockaway","RK","116,833.57","88,100,000.00",,"117,991","RT-qPCR - N1"
"01/02/2022","01/03/2022","Red Hook","RH","41,792.10","16,900,000.00",,"257,556","RT-qPCR - N1"
"01/02/2022","01/03/2022","Port Richmond","PR","99,143.35","48,100,000.00",,"224,516","RT-qPCR - N1"
"01/02/2022","01/03/2022","Owls Head","OH","113,985.32","40,900,000.00",,"923,524","RT-qPCR - N1"
"01/02/2022","01/03/2022","Oakwood Beach","OB","42,640.88","21,300,000.00",,"243,910","RT-qPCR - N1"
"01/02/2022","01/03/2022","North River","NR","66,028.63","35,300,000.00",,"649,549","RT-qPCR - N1"
"01/02/2022","01/03/2022","Newtown Creek","NC","61,554.07","35,900,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","1,227,810","RT-qPCR - N1"
"01/02/2022","01/03/2022","Jamaica Bay","JA","86,712.17","34,200,000.00",,"735,054","RT-qPCR - N1"
"01/02/2022","01/03/2022","Hunts Point","HP","91,989.13","60,800,000.00",,"781,885","RT-qPCR - N1"
"01/02/2022","01/03/2022","Coney Island","CI","85,082.68","40,100,000.00",,"647,635","RT-qPCR - N1"
"01/02/2022","01/03/2022","Bowery Bay","BB","84,297.91","36,600,000.00",,"894,311","RT-qPCR - N1"
"12/26/2021","12/27/2021","Coney Island","CI","93,308.78","35,700,000.00",,"647,635","RT-qPCR - N1"
"12/26/2021","12/27/2021","Wards Island","WI","181,164.67","87,900,000.00",,"1,173,448","RT-qPCR - N1"
"12/26/2021","12/27/2021","Tallman Island","TI","76,266.12","34,700,000.00",,"457,817","RT-qPCR - N1"
"12/26/2021","12/27/2021","Rockaway","RK","63,188.08","33,700,000.00",,"117,991","RT-qPCR - N1"
"12/26/2021","12/27/2021","Red Hook","RH","89,516.84","30,300,000.00",,"257,556","RT-qPCR - N1"
"12/26/2021","12/27/2021","Port Richmond","PR","162,948.69","60,000,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","224,516","RT-qPCR - N1"
"12/26/2021","12/27/2021","Owls Head","OH","108,557.27","36,700,000.00",,"923,524","RT-qPCR - N1"
"12/26/2021","12/27/2021","Oakwood Beach","OB","88,116.98","33,000,000.00",,"243,910","RT-qPCR - N1"
"12/26/2021","12/27/2021","North River","NR","110,444.16","53,300,000.00",,"649,549","RT-qPCR - N1"
"12/26/2021","12/27/2021","Newtown Creek","NC","132,339.48","66,700,000.00",,"1,227,810","RT-qPCR - N1"
"12/26/2021","12/27/2021","Jamaica Bay","JA","194,977.56","72,000,000.00",,"735,054","RT-qPCR - N1"
"12/26/2021","12/27/2021","Hunts Point","HP","176,145.10","98,800,000.00",,"781,885","RT-qPCR - N1"
"12/26/2021","12/27/2021","Bowery Bay","BB","194,429.47","66,100,000.00",,"894,311","RT-qPCR - N1"
"12/26/2021","12/27/2021","26th Ward","26W","171,612.46","107,000,000.00",,"318,262","RT-qPCR - N1"
"12/19/2021","12/20/2021","Hunts Point","HP","13,661.13","8,000,000.00",,"781,885","RT-qPCR - N1"
"12/19/2021","12/20/2021","Wards Island","WI","34,093.75","16,600,000.00",,"1,173,448","RT-qPCR - N1"
"12/19/2021","12/20/2021","Tallman Island","TI","15,463.88","7,290,000.00",,"457,817","RT-qPCR - N1"
"12/19/2021","12/20/2021","Rockaway","RK","19,622.20","11,100,000.00",,"117,991","RT-qPCR - N1"
"12/19/2021","12/20/2021","Red Hook","RH","33,535.06","13,000,000.00",,"257,556","RT-qPCR - N1"
"12/19/2021","12/20/2021","Port Richmond","PR","64,756.03","24,900,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","224,516","RT-qPCR - N1"
"12/19/2021","12/20/2021","Owls Head","OH","48,898.84","17,400,000.00",,"923,524","RT-qPCR - N1"
"12/19/2021","12/20/2021","Bowery Bay","BB","11,686.85","4,160,000.00",,"894,311","RT-qPCR - N1"
"12/19/2021","12/20/2021","26th Ward","26W","27,848.22","17,000,000.00",,"318,262","RT-qPCR - N1"
"12/19/2021","12/20/2021","Oakwood Beach","OB","36,092.95","13,700,000.00",,"243,910","RT-qPCR - N1"
"12/19/2021","12/20/2021","North River","NR","31,602.57","16,300,000.00",,"649,549","RT-qPCR - N1"
"12/19/2021","12/20/2021","Newtown Creek","NC","38,260.80","20,900,000.00",,"1,227,810","RT-qPCR - N1"
"12/19/2021","12/20/2021","Coney Island","CI","30,732.95","11,600,000.00",,"647,635","RT-qPCR - N1"
"12/19/2021","12/20/2021","Jamaica Bay","JA","45,415.07","17,500,000.00",,"735,054","RT-qPCR - N1"
"12/14/2021","12/15/2021","26th Ward","26W","14,069.93","8,430,000.00",,"318,262","RT-qPCR - N1"
"12/14/2021","12/15/2021","Wards Island","WI","18,089.49","8,720,000.00",,"1,173,448","RT-qPCR - N1"
"12/14/2021","12/15/2021","Tallman Island","TI","10,739.45","4,610,000.00",,"457,817","RT-qPCR - N1"
"12/14/2021","12/15/2021","Rockaway","RK","20,084.81","10,700,000.00",,"117,991","RT-qPCR - N1"
"12/14/2021","12/15/2021","Red Hook","RH","16,979.87","6,890,000.00",,"257,556","RT-qPCR - N1"
"12/14/2021","12/15/2021","Port Richmond","PR","26,709.95","9,840,000.00",,"224,516","RT-qPCR - N1"
"12/14/2021","12/15/2021","Owls Head","OH","17,698.21","6,280,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","923,524","RT-qPCR - N1"
"12/14/2021","12/15/2021","Oakwood Beach","OB","5,992.72","2,160,000.00",,"243,910","RT-qPCR - N1"
"12/14/2021","12/15/2021","North River","NR","11,867.70","6,000,000.00",,"649,549","RT-qPCR - N1"
"12/14/2021","12/15/2021","Newtown Creek","NC","17,850.27","10,100,000.00",,"1,227,810","RT-qPCR - N1"
"12/14/2021","12/15/2021","Jamaica Bay","JA","16,292.95","5,930,000.00",,"735,054","RT-qPCR - N1"
"12/14/2021","12/15/2021","Hunts Point","HP","6,241.26","3,380,000.00",,"781,885","RT-qPCR - N1"
"12/14/2021","12/15/2021","Coney Island","CI","23,592.51","8,900,000.00",,"647,635","RT-qPCR - N1"
"12/14/2021","12/15/2021","Bowery Bay","BB","21,171.31","7,190,000.00",,"894,311","RT-qPCR - N1"
"12/12/2021","12/13/2021","26th Ward","26W","3,770.50","2,410,000.00",,"318,262","RT-qPCR - N1"
"12/12/2021","12/13/2021","Wards Island","WI","2,462.69","1,260,000.00",,"1,173,448","RT-qPCR - N1"
"12/12/2021","12/13/2021","Tallman Island","TI","22,343.40","9,590,000.00",,"457,817","RT-qPCR - N1"
"12/12/2021","12/13/2021","Rockaway","RK","3,606.34","1,930,000.00",,"117,991","RT-qPCR - N1"
"12/12/2021","12/13/2021","Red Hook","RH","11,832.02","4,600,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","257,556","RT-qPCR - N1"
"12/12/2021","12/13/2021","Port Richmond","PR","17,016.76","6,550,000.00",,"224,516","RT-qPCR - N1"
"12/12/2021","12/13/2021","Owls Head","OH","28,900.35","10,100,000.00",,"923,524","RT-qPCR - N1"
"12/12/2021","12/13/2021","Oakwood Beach","OB","12,708.08","4,950,000.00",,"243,910","RT-qPCR - N1"
"12/12/2021","12/13/2021","North River","NR","2,168.00","1,120,000.00",,"649,549","RT-qPCR - N1"
"12/12/2021","12/13/2021","Newtown Creek","NC","10,799.51","5,900,000.00",,"1,227,810","RT-qPCR - N1"
"12/12/2021","12/13/2021","Jamaica Bay","JA","17,678.75","6,790,000.00",,"735,054","RT-qPCR - N1"
"12/12/2021","12/13/2021","Hunts Point","HP","6,500.82","3,550,000.00",,"781,885","RT-qPCR - N1"
"12/12/2021","12/13/2021","Coney Island","CI","21,704.62","9,030,000.00",,"647,635","RT-qPCR - N1"
"12/12/2021","12/13/2021","Bowery Bay","BB","15,445.51","5,500,000.00",,"894,311","RT-qPCR - N1"
"12/07/2021","12/08/2021","Coney Island","CI","9,041.64","3,610,000.00",,"647,635","RT-qPCR - N1"
"12/07/2021","12/08/2021","Wards Island","WI","16,714.03","8,690,000.00",,"1,173,448","RT-qPCR - N1"
"12/07/2021","12/08/2021","Tallman Island","TI","14,391.26","7,510,000.00",,"457,817","RT-qPCR - N1"
"12/07/2021","12/08/2021","Rockaway","RK","3,565.75","2,020,000.00",,"117,991","RT-qPCR - N1"
"12/07/2021","12/08/2021","Red Hook","RH","5,754.37","2,140,000.00",,"257,556","RT-qPCR - N1"
"12/07/2021","12/08/2021","Port Richmond","PR","14,547.29","5,600,000.00",,"224,516","RT-qPCR - N1"
"12/07/2021","12/08/2021","Owls Head","OH","16,009.21","5,750,000.00",,"923,524","RT-qPCR - N1"
"12/07/2021","12/08/2021","Oakwood Beach","OB","23,381.43","9,000,000.00",,"243,910","RT-qPCR - N1"
"12/07/2021","12/08/2021","North River","NR","6,843.64","3,780,000.00",,"649,549","RT-qPCR - N1"
"12/07/2021","12/08/2021","Newtown Creek","NC","14,551.18","8,810,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","1,227,810","RT-qPCR - N1"
"12/07/2021","12/08/2021","Jamaica Bay","JA","9,193.22","3,440,000.00",,"735,054","RT-qPCR - N1"
"12/07/2021","12/08/2021","Hunts Point","HP","5,253.29","2,740,000.00",,"781,885","RT-qPCR - N1"
"12/07/2021","12/08/2021","Bowery Bay","BB","9,652.71","3,320,000.00",,"894,311","RT-qPCR - N1"
"12/07/2021","12/08/2021","26th Ward","26W","5,797.42","3,550,000.00",,"318,262","RT-qPCR - N1"
"12/05/2021","12/06/2021","Bowery Bay","BB","24,201.76","11,400,000.00",,"894,311","RT-qPCR - N1"
"12/05/2021","12/06/2021","Wards Island","WI","5,445.44","3,240,000.00",,"1,173,448","RT-qPCR - N1"
"12/05/2021","12/06/2021","Tallman Island","TI","8,416.17","4,320,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","457,817","RT-qPCR - N1"
"12/05/2021","12/06/2021","Rockaway","RK","3,998.83","2,760,000.00",,"117,991","RT-qPCR - N1"
"12/05/2021","12/06/2021","Red Hook","RH","2,923.67","1,580,000.00",,"257,556","RT-qPCR - N1"
"12/05/2021","12/06/2021","Port Richmond","PR","11,638.55","4,870,000.00",,"224,516","RT-qPCR - N1"
"12/05/2021","12/06/2021","Owls Head","OH","13,276.60","6,540,000.00",,"923,524","RT-qPCR - N1"
"12/05/2021","12/06/2021","Oakwood Beach","OB","14,821.97","5,750,000.00",,"243,910","RT-qPCR - N1"
"12/05/2021","12/06/2021","North River","NR","8,673.50","4,940,000.00",,"649,549","RT-qPCR - N1"
"12/05/2021","12/06/2021","Newtown Creek","NC","7,626.59","5,240,000.00",,"1,227,810","RT-qPCR - N1"
"12/05/2021","12/06/2021","Jamaica Bay","JA","17,513.80","7,350,000.00",,"735,054","RT-qPCR - N1"
"12/05/2021","12/06/2021","Hunts Point","HP","17,887.69","10,300,000.00",,"781,885","RT-qPCR - N1"
"12/05/2021","12/06/2021","26th Ward","26W","4,000.84","3,070,000.00",,"318,262","RT-qPCR - N1"
"12/05/2021","12/06/2021","Coney Island","CI","12,663.66","6,320,000.00",,"647,635","RT-qPCR - N1"
"11/30/2021","12/01/2021","Oakwood Beach","OB","6,582.56","2,450,000.00",,"243,910","RT-qPCR - N1"
"11/30/2021","12/01/2021","Wards Island","WI","9,513.82","4,980,000.00",,"1,173,448","RT-qPCR - N1"
"11/30/2021","12/01/2021","Tallman Island","TI","15,121.32","6,230,000.00",,"457,817","RT-qPCR - N1"
"11/30/2021","12/01/2021","Rockaway","RK","2,590.05","1,380,000.00",,"117,991","RT-qPCR - N1"
"11/30/2021","12/01/2021","Red Hook","RH","10,049.69","4,080,000.00",,"257,556","RT-qPCR - N1"
"11/30/2021","12/01/2021","Port Richmond","PR","9,179.38","3,530,000.00",,"224,516","RT-qPCR - N1"
"11/30/2021","12/01/2021","Owls Head","OH","12,256.85","4,350,000.00",,"923,524","RT-qPCR - N1"
"11/30/2021","12/01/2021","North River","NR","7,016.70","3,750,000.00",,"649,549","RT-qPCR - N1"
"11/30/2021","12/01/2021","Newtown Creek","NC","10,695.00","6,020,000.00",,"1,227,810","RT-qPCR - N1"
"11/30/2021","12/01/2021","Jamaica Bay","JA","12,158.23","4,610,000.00",,"735,054","RT-qPCR - N1"
"11/30/2021","12/01/2021","Hunts Point","HP","11,014.84","5,740,000.00",,"781,885","RT-qPCR - N1"
"11/30/2021","12/01/2021","Coney Island","CI","7,320.32","3,050,000.00",,"647,635","RT-qPCR - N1"
"11/30/2021","12/01/2021","Bowery Bay","BB","15,890.18","5,530,000.00",,"894,311","RT-qPCR - N1"
"11/30/2021","12/01/2021","26th Ward","26W","19,620.37","12,500,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","318,262","RT-qPCR - N1"
"11/28/2021","11/29/2021","26th Ward","26W","2,402.48","1,560,000.00",,"318,262","RT-qPCR - N1"
"11/28/2021","11/29/2021","Wards Island","WI","8,387.22","4,600,000.00",,"1,173,448","RT-qPCR - N1"
"11/28/2021","11/29/2021","Tallman Island","TI","6,447.70","2,710,000.00",,"457,817","RT-qPCR - N1"
"11/28/2021","11/29/2021","Rockaway","RK","1,387.61","741,000.00",,"117,991","RT-qPCR - N1"
"11/28/2021","11/29/2021","Red Hook","RH","5,458.28","2,120,000.00",,"257,556","RT-qPCR - N1"
"11/28/2021","11/29/2021","Port Richmond","PR","8,361.69","3,220,000.00",,"224,516","RT-qPCR - N1"
"11/28/2021","11/29/2021","Owls Head","OH","8,359.23","3,040,000.00",,"923,524","RT-qPCR - N1"
"11/28/2021","11/29/2021","Oakwood Beach","OB","3,866.06","1,510,000.00",,"243,910","RT-qPCR - N1"
"11/28/2021","11/29/2021","North River","NR","8,489.20","4,290,000.00",,"649,549","RT-qPCR - N1"
"11/28/2021","11/29/2021","Newtown Creek","NC","5,311.13","2,940,000.00",,"1,227,810","RT-qPCR - N1"
"11/28/2021","11/29/2021","Jamaica Bay","JA","14,024.81","5,460,000.00",,"735,054","RT-qPCR - N1"
"11/28/2021","11/29/2021","Hunts Point","HP","4,122.96","2,250,000.00",,"781,885","RT-qPCR - N1"
"11/28/2021","11/29/2021","Coney Island","CI","10,493.07","4,250,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","647,635","RT-qPCR - N1"
"11/28/2021","11/29/2021","Bowery Bay","BB","13,389.70","4,770,000.00",,"894,311","RT-qPCR - N1"
"11/21/2021","11/22/2021","Coney Island","CI","4,072.89","1,690,000.00",,"647,635","RT-qPCR - N1"
"11/21/2021","11/22/2021","Wards Island","WI","5,088.75","2,760,000.00",,"1,173,448","RT-qPCR - N1"
"11/21/2021","11/22/2021","Tallman Island","TI","3,612.01","1,580,000.00",,"457,817","RT-qPCR - N1"
"11/21/2021","11/22/2021","Rockaway","RK","2,568.02","1,450,000.00",,"117,991","RT-qPCR - N1"
"11/21/2021","11/22/2021","Red Hook","RH","4,704.64","1,910,000.00",,"257,556","RT-qPCR - N1"
"11/21/2021","11/22/2021","Port Richmond","PR","5,590.55","2,340,000.00",,"224,516","RT-qPCR - N1"
"11/21/2021","11/22/2021","Owls Head","OH","7,182.38","2,520,000.00",,"923,524","RT-qPCR - N1"
"11/21/2021","11/22/2021","Oakwood Beach","OB","1,784.01","731,000.00",,"243,910","RT-qPCR - N1"
"11/21/2021","11/22/2021","North River","NR","5,498.63","3,000,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","649,549","RT-qPCR - N1"
"11/21/2021","11/22/2021","Newtown Creek","NC","4,344.11","2,450,000.00",,"1,227,810","RT-qPCR - N1"
"11/21/2021","11/22/2021","Jamaica Bay","JA","6,434.36","2,540,000.00",,"735,054","RT-qPCR - N1"
"11/21/2021","11/22/2021","Hunts Point","HP","2,776.95","1,460,000.00",,"781,885","RT-qPCR - N1"
"11/21/2021","11/22/2021","Bowery Bay","BB","13,062.92","4,710,000.00",,"894,311","RT-qPCR - N1"
"11/21/2021","11/22/2021","26th Ward","26W","4,264.59","2,610,000.00",,"318,262","RT-qPCR - N1"
"11/14/2021","11/15/2021","Coney Island","CI","4,194.15","1,810,000.00",,"647,635","RT-qPCR - N1"
"11/14/2021","11/15/2021","Wards Island","WI","4,565.15","2,320,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","1,173,448","RT-qPCR - N1"
"11/14/2021","11/15/2021","Tallman Island","TI","3,975.14","1,710,000.00",,"457,817","RT-qPCR - N1"
"11/14/2021","11/15/2021","Rockaway","RK","1,324.20","790,000.00",,"117,991","RT-qPCR - N1"
"11/14/2021","11/15/2021","Red Hook","RH","3,818.25","1,480,000.00",,"257,556","RT-qPCR - N1"
"11/14/2021","11/15/2021","Port Richmond","PR","5,067.40","2,120,000.00",,"224,516","RT-qPCR - N1"
"11/14/2021","11/15/2021","Owls Head","OH","7,292.39","2,680,000.00",,"923,524","RT-qPCR - N1"
"11/14/2021","11/15/2021","26th Ward","26W","1,919.18","1,250,000.00",,"318,262","RT-qPCR - N1"
"11/14/2021","11/15/2021","Oakwood Beach","OB","2,556.74","1,090,000.00",,"243,910","RT-qPCR - N1"
"11/14/2021","11/15/2021","North River","NR","2,512.64","1,390,000.00",,"649,549","RT-qPCR - N1"
"11/14/2021","11/15/2021","Newtown Creek","NC","3,299.28","1,880,000.00",,"1,227,810","RT-qPCR - N1"
"11/14/2021","11/15/2021","Jamaica Bay","JA","9,028.58","3,650,000.00",,"735,054","RT-qPCR - N1"
"11/14/2021","11/15/2021","Bowery Bay","BB","3,846.63","1,400,000.00",,"894,311","RT-qPCR - N1"
"11/14/2021","11/15/2021","Hunts Point","HP","2,256.42","1,210,000.00",,"781,885","RT-qPCR - N1"
"11/07/2021","11/08/2021","26th Ward","26W","971.31","633,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","318,262","RT-qPCR - N1"
"11/07/2021","11/08/2021","Wards Island","WI","1,956.38","1,080,000.00",,"1,173,448","RT-qPCR - N1"
"11/07/2021","11/08/2021","Tallman Island","TI","3,343.27","1,460,000.00",,"457,817","RT-qPCR - N1"
"11/07/2021","11/08/2021","Rockaway","RK","278.25","184,000.00","Concentration below Method Limit of Quantification (above Method Limit of Detection)","117,991","RT-qPCR - N1"
"11/07/2021","11/08/2021","Red Hook","RH","2,975.17","1,210,000.00",,"257,556","RT-qPCR - N1"
"11/07/2021","11/08/2021","Port Richmond","PR","2,983.62","1,350,000.00",,"224,516","RT-qPCR - N1"
"11/07/2021","11/08/2021","Owls Head","OH","7,493.91","2,910,000.00",,"923,524","RT-qPCR - N1"
"11/07/2021","11/08/2021","Oakwood Beach","OB","3,560.28","1,610,000.00",,"243,910","RT-qPCR - N1"
"11/07/2021","11/08/2021","North River","NR","2,032.40","1,180,000.00",,"649,549","RT-qPCR - N1"
"11/07/2021","11/08/2021","Newtown Creek","NC","1,941.89","1,170,000.00",,"1,227,810","RT-qPCR - N1"
"11/07/2021","11/08/2021","Jamaica Bay","JA","2,322.76","928,000.00",,"735,054","RT-qPCR - N1"
